Status DB;comment;Channel;Account;Gruppe;Region;Verbund/Gruppe;Verbund 2/Gruppe 2;Strecken GH#;Payer#;Customer#;Name;Name Zusatz;street;ZIP-code;City;"new
Respons.";BuLand Abladestelle;Scoring;Plant;TSP;RegFT;Vorverladung;CallPlan;Anrufzeit;24/48er;EDI/TEL/FAX;EDI via BATconnect;delivery Prio;Call freq.;Mo;Di;Mi;Do;Fr;Sandwichpaletten;Abschlichten Originalpaletten;Kommivorgabe;"Sortenrein
ab 4ten cs";Shipping Instructions;"ZF Buchung
(Transporeon o andere)";"Info ordercuts
yes/no/summarized";"Info new GTIN
y/n/confirmation needed";nan;"only full MC
(exceptional tail brands)
yes/no";Hebebühne erforderlich;EuPal Pflicht?;Anlieferzeit;Kundeneigener WE Beleg;DDN live;DDN M@il;DESADV;GLN;EO-ID;F-ID;KAM;"CL
k €";BATconnect Sortiment;"Anzahl
Verkaufsstellen";Vorlauf regulär;"Tender
commitment to 48hrs
leadtime";check;SB bis 16.12.24;Calls pW;"old
Respons.
-10.3.25"
aktiv;;Grocery;LIDL;;ROS;;;52379010;52075640;52379010;LIDL GmbH & Co. KG;035/ROS;Swienskuhlenstraße 6;18147;Rostock;Dariusz;13 - Mecklenburg-Vorpommern;;DE54;;;;Ja;06:25:00;48er;EDI;;2;01;X;;;;;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;JA;L-DE-ROS-WG-SB-Sortiment-ALL@lidl.de;JA;4304493000353;QCBDR+1DE880317;QCBDR<1DE880317327800;Sven Weber;;;;;;;CB;1;CK
aktiv;;Grocery;LIDL;;BRE;;;52379011;52075640;52379011;LIDL GmbH & Co. KG;034/BRE;Lise-Meitner-Straße 1;28790;Schwanewede (Bremen);Dariusz;03 - Niedersachsen;;DE54;;;;Ja;06:25:00;48er;EDI;;2;01;;;;;X;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;NEIN;;JA;4304493000346;QCBDR+1DE933143;QCBDR<1DE933143930404;Sven Weber;;;;;;;MR;1;CB
aktiv;;Grocery;LIDL;;SIK;;;52378992;52075640;52378992;LIDL GmbH & Co. KG;446/SIK;Jacobsrade 56-66;22962;Siek;Dariusz;01 - Schleswig-Holstein;;DE54;;;;Ja;06:25:00;48er;EDI;;2;01;X;;;;;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;JA;;JA;4304493004467;QCBDR+1DE748302;QCBDR<1DE748302696334;Sven Weber;;;;;;;MR;1;SdS
aktiv;;Grocery;LIDL;;SPE;;;52378975;52075640;52378975;LIDL GmbH & Co. KG;002/SPE;Stockholmer Straße 29;67346;Speyer;MartaM;07 - Rheinland-Pfalz;;DE58;;;;Ja;06:25:00;48er;EDI;;2;01;;;;X;;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;JA;;JA;4304493000025;QCBDR+1DE223270;QCBDR<1DE223270369732;Sven Weber;;;;;;;AW;1;CK
aktiv;bis 02/2023 Friedrichsthal;Grocery;LIDL;;INB;;;52379020;52075640;52379020;LIDL GmbH & Co. KG;026/INB;Heinz-Kettler-Str. 19;66386;St. Ingbert;AnnaS;10 - Saarland;;DE58;;Mariä Himmelfahrt;;Ja;06:25:00;48er;EDI;;2;01;;;;;X;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;JA;;JA;4304493000261;QCBDR+1DE250015;QCBDR<1DE250015347551;Sven Weber;;;;;;;AW;1;MH
aktiv;;Grocery;LIDL;;STR;;;52378981;52075640;52378981;LIDL GmbH & Co. KG;031/STR;Belgrader Straße 3;94315;Straubing;Waleria;09 - Bayern;;DE52;;;;Ja;06:25:00;48er;EDI;;2;01;;X;;;;Nein;Nein;;;;yes;;;;yes;;;06:00 - 12:00;;NEIN;;JA;4304493000315;QCBDR+1DE845170;QCBDR<1DE845170414678;Sven Weber;;;;;;;CK;1;AW
aktiv;;Grocery;LIDL;;WAL;;;52378988;52075640;52378988;LIDL GmbH & Co. KG;025/WAL;Max-Eyth-Straße 13;74638;Waldenburg;MartaM;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:25:00;48er;EDI;;2;01;;X;;;;Nein;Nein;;;;yes;;;;yes;;;06:00 - 12:00;;JA;;JA;4304493000254;QCBDR+1DE178143;QCBDR<1DE178143390513;Sven Weber;;;;;;;MK;1;AW
aktiv;;Grocery;LIDL;;WAS;;;52339280;52075640;52339280;LIDL GmbH & Co. KG;023/WAS;Industriestraße 5;24647;Wasbek;MartaM;01 - Schleswig-Holstein;;DE54;;;;Ja;06:25:00;48er;EDI;;2;WE;;X;;;;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;NEIN;;JA;4304493000230;QCBDR+1DE212517;QCBDR<1DE212517631974;Sven Weber;;;;;;;MR;1;MH
aktiv;;Grocery;LIDL;;HAM;;;52379001;52075640;52379001;LIDL GmbH & Co. KG;015/HAM;Walther-Blohm-Straße 19-20;21279;Wenzendorf (Hamburg);Krystian;03 - Niedersachsen;;DE54;;;;Ja;06:25:00;48er;EDI;;2;01;;;;X;;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;JA;;JA;4304493000155;QCBDR+1DE236305;QCBDR<1DE236305388160;Sven Weber;;;;;;;MR;1;MK
aktiv;;Grocery;LIDL;;WES;;;52378644;52075640;52378644;LIDL GmbH & Co. KG;018/WES;Am Velper Mühlenbach 6;49492;Westerkappeln;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:25:00;48er;EDI;;2;01;;X;;;;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;NEIN;;JA;4304493000186;QCBDR+1DE801236;QCBDR<1DE801236453721;Sven Weber;;;;;;;CB;1;MH
aktiv;;Grocery;LIDL;;WOL;;;52378982;52075640;52378982;LIDL GmbH & Co. KG;014/WOL;In der Rohrgewann 13;55597;Wöllstein;MartaM;07 - Rheinland-Pfalz;;DE58;;;;Ja;06:25:00;48er;EDI;;2;01;;;;;X;Nein;Nein;;;;yes;;;;yes;;;ZF Buchung;;JA;;JA;4304493000148;QCBDR+1DE888479;QCBDR<1DE888479651664;Sven Weber;;;;;;;SdS;1;
deleted;Deleted 03/2023;newChannels;Liquido24;;;;;53740818;53740818;53740818;Liquido24;;Nimrodstraße 10;90441;Nürnberg;;09 - Bayern;;DE11;;;;Nein;;;;;0;01;;;X;;;Nein;Nein;;;;no;;;;;;;;;;;;4031300001585;;;Marko Djuricic;;;;;;;AW;1;MH
inaktiv;;V&WS;List;;;Tagroko;;50035281;50114810;50035281;Wilhelm List Nachfolger;;Lilienthalstr. 1;38644;Goslar;;03 - Niedersachsen;;DE30;HAJ;;;Nein;;;;;0;01;;;X;;X;Nein;Nein;;;;no;;;;;;;;;;;;;QCBDR+1DE718888;QCBDR<1DE718888714854;Thorben Krebs;;;;;;;CB;2;
aktiv;;V&WS;List;;;tabacos;;50035282;50035282;50035282;Wilhelm List Nachfolger;;Lilienthalstr. 1;38644;Goslar;Dariusz;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:25:00;48er;Fax/Mail;;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;07:00 - 10:00;;NEIN;;;4260298463598;QCBDR+1DE718888;QCBDR<1DE718888714854;Thorben Krebs;;;;;;;CB;1;
aktiv;;V&WS;Lomberg;;;DTV;;50035253;50035253;50035253;H. Lomberg GmbH & Co.KG;;Im Auel 74;53783;Eitorf;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;ja;nein;06:00 - 12:00;;JA;;JA;4399902042444;QCBDR+1DE454768;QCBDR<1DE454768545622;Joachim Götzelmann;;;;24er;no;;AW;5;CB
aktiv;;V&WS;Lomberg;;;Tagroko;;50035249;50035253;50035249;Hans Lomberg GmbH + Co.;Alzenbach;Im Auel 74;53783;Eitorf;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;07:00 -9:00;;JA;;JA;4399902042444;QCBDR+1DE454768;QCBDR<1DE454768545622;Joachim Götzelmann;;;;;;;AW;5;CB
inaktiv;;V&WS;Löper;;;;;50033769;50033769;50033769;Horst Löper GmbH;;Bauweg 12;30453;Hannover;;03 - Niedersachsen;;DE30;HAJ;;;Nein;06:25:00;48er;Fax/Mail;pot yes;0;01;;;;;X;Nein;Nein;;;;no;;;;;;;;;;;;43062866580;QCBDR+1DE680577;QCBDR<1DE680577549995;Joachim Götzelmann;;;;;;;MR;1;CK
inaktiv;Verkauf ab 01.09.2025 an 50035093 / ATG Friolzheim;V&WS;Lucas TW;;;;;50035093;50035093;50035093;Lucas Tabakwaren-GH GmbH;;Hertener Str. 4;79618;Rheinfelden;MartaM;08 - Baden-Württemberg;;DE30;DE59;;;Nein;06:29:00;48er;Tel;;0;01;;;X;;;Nein;Nein;;;;no;;;;;;;;;NEIN;;;4031300001318;QCBDR+1DE792119;QCBDR<1DE792119517956;Thorben Krebs;;;;;;;MH;1;CK
aktiv;;V&WS;Mack;;;TGH (vormals TGV);;50035361;50035361;50035361;Erich Chr. Mack;;Schillerstr. 25;89542;Herbrechtingen;MartaM;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:21:00;48er;EDI;yes;0;01;;X;;X;;Nein;Nein;;;;no;;;;;;;08:00 - 12:00;;JA;;;4031300001103;QCBDR+1DE536963;QCBDR<1DE536963580834;Joachim Götzelmann;;;;;;;MH;2;SdS
aktiv;Direktbezug wird in 04/2024 wieder aufgenommen. Vorgänger #53655148 ist stillgelegt;newChannels;Makrotrading;;;;;56297435;56297435;56297435;Makrotrading GmbH;;Senefeldstr. 19;51469;Bergisch Gladbach;Waleria;06 - Hessen;;DE11;;;;Ja;06:21:00;48er;EDI;yes;;;X;X;X;X;X;Nein;Nein;;;;no;;;;;nein;;10:00 - 17:00;;;;;4031300001202;QCBDR+1DE383288;QCBDR<1DE383288992494;Sven Weber;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;SdS;5;SdS
deleted;Deleted 03/2023-> Direktbezug wird in 04/2024 wieder aufgenommen.;newChannels;Makrotrading;;;;;53655148;53655148;53655148;Makrotrading GmbH;;Heidelbergerstr. 31;51065;Köln;;06 - Hessen;;DE11;;;;Nein;06:25:00;48er;Fax/Mail;pot yes;;;;x;;;;Nein;Nein;;;;no;;;;;nein;;10:00 - 17:00;;;;;;;;Marko Djuricic;;;;;;;SdS;1;CK
aktiv;;V&WS;Martin Schemel;;;;VTG;50034327;50034327;50034327;Martin Schemel e.K.;;Oderstr. 29-31;64560;Riedstadt;MartaM;06 - Hessen;;DE58;;;;Ja;06:11:00;24er;EDI;yes;0;01;;;;;X;Nein;Nein;;;;no;;;;;;;07:00 - 12:00;;JA;;;4031300001387;QCBDR+1DE328265;QCBDR<1DE328265529734;Yves Gerard;;;;24er;no;;SdS;1;CK
aktiv;;V&WS;Matthäus Koch;;;tabacos;VTG;50034534;50034534;50034534;Matthäus Koch GmbH;;Alte Hauptstr. 13;72355;Schömberg;Waleria;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:21:00;48er;EDI;;0;01;;;X;;X;Nein;Nein;;;;no;;;;;;;07:00 - 10:00;;JA;info@koch24.de;;4314120692219;QCBDR+1DE554229;QCBDR<1DE554229327259;Yves Gerard;;;;;;;CK;2;CB
aktiv;;Grocery;Max Lüning;EDEKA;;;;50033736;50114820;50033736;Max Luening GmbH + Co KG;Gewerbegebiet Bentelerstr.;Dieselstr. 11;33449;Langenberg;MartaR;05 - Nordrhein-Westfalen;;DE30;Bielefeld;;;Ja;06:21:00;48er;EDI;;0;01;X;;;X;;JA;Nein;;;;yes;;;;yes;ja;;Mo.-Do. 06:00h-12:00h /Fr. 06:00h-11:00h;;NEIN;;;4300335990028;QCBDR+1DE500040;QCBDR<1DE500040292624;Johanna Düver;;;;;;;CB;2;SdS
aktiv;;V&WS;Max Schlief;;;Tagroko;;50033944;50034008;50033944;Max Schlief GmbH & Co.KG;;Industriestr. 3;48249;Dülmen;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Nein;06:21:00;48er;EDI;yes;0;01;;X;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 10:00;;NEIN;;;4260298460344;QCBDR+1DE731323;QCBDR<1DE731323293069;Joachim Götzelmann;;;;;;;CB;2;MR
aktiv;;V&WS;Max Schlief;;;tabacos;VTG;50034008;50034008;50034008;Max Schlief GmbH & Co.KG;;Industriestr. 3;48249;Dülmen;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;yes;0;01;;X;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 10:00;;NEIN;;;4260298460344;QCBDR+1DE731323;QCBDR<1DE731323293069;Yves Gerard;;;;;;;CB;2;MR
inaktiv;ab 31.08.2024 verkauft an Hall;V&WS;Meinolf;;;;;50034832;50034832;50034832;Tabakwaren Josef Meinolf;;Saatbruchstr.1;45309;Essen;;05 - Nordrhein-Westfalen;;DE56;;;;Nein;10:50:00;48er;Tel;pot yes;0;01;;;;X;;Nein;Nein;;;;no;;;;;;;;;JA;;;4031300001042;QCBDR+1DE521403;QCBDR<1DE521403497841;Daniel Meissner;;;;;;;CB;1;MK
aktiv;;Grocery;Metro;Metro;;;;50033880;50033821;50033880;Metro C&C Markt GmbH;BKZ 04036;Dr.Dürrwanger Str.;86156;Augsburg;Wioletta;09 - Bayern;;DE52;;;;Ja;06:21:00;48er;EDI;;X;01;;;X;;;Nein;Nein;;;;no;;;;;;;07:00 - 8:00;;NEIN;;JA;4306286004036;QCBDR+1DE636485;QCBDR<1DE636485604656;Erik Listemann;;;;;;;CK;1;CB
aktiv;;Grocery;Metro;Metro;;;;50035441;50033821;50035441;Metro C&C Markt GmbH;BKZ 00032;An der Ostbahn;10243;Berlin;AnnaS;11 - Berlin;;DE53;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 12:30;;NEIN;;JA;4306286000328;QCBDR+1DE636485;QCBDR<1DE636485780341;Erik Listemann;;;;;;;MH;2;MR
aktiv;;Grocery;Metro;Metro;;;;50034168;50033821;50034168;Metro C&C Markt GmbH;BKZ 00229;Buckower Chaussee 25-35;12277;Berlin;AnnaS;11 - Berlin;;DE53;;;;Ja;06:21:00;48er;EDI;;X;01;;;X;;X;Nein;Nein;;;;no;;;;;;;06:00 - 10:00;;JA;;JA;4306286000229;QCBDR+1DE636485;QCBDR<1DE636485943977;Erik Listemann;;;;;;;CK;2;MK
aktiv;;Grocery;Metro;Metro;;;;50033857;50033821;50033857;Metro C&C Markt GmbH;BKZ 00079;Nonnendammallee 128-139;13599;Berlin;AnnaS;11 - Berlin;;DE53;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 12:00;;JA;;JA;4306286000793;QCBDR+1DE636485;QCBDR<1DE636485103217;Erik Listemann;;;;;;;MK;2;AW
aktiv;;Grocery;Metro;Metro;;;;50034703;50033821;50034703;Metro C&C Markt GmbH;BKZ 00366;Dieselstraße 13;38122;Braunschweig;Wioletta;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:21:00;48er;;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 13:30;;NEIN;;JA;4306286000366;QCBDR+1DE636485;QCBDR<1DE636485680497;Erik Listemann;;;;;;;MR;2;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;Grocery;Metro;Metro;;;;50034097;50033821;50034097;Metro C&C Markt GmbH;BKZ 00311;Neuenlander Straße 111;28201;Bremen;MartaM;04 - Bremen;;DE54;;;;Ja;06:21:00;48er;;;X;01;;;X;;X;Nein;Nein;;;;no;;;;;;;06:00 - 12:00;;NEIN;;JA;4306286000311;QCBDR+1DE636485;QCBDR<1DE636485918902;Erik Listemann;;;;;;;MK;2;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;Grocery;Metro;Metro;;;;51870441;50033821;51870441;Metro C&C Markt GmbH;BKZ 00026;Zusestrasse 6;85649;Brunnthal;Waleria;09 - Bayern;;DE52;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 14:00;;NEIN;;JA;4306286000304;QCBDR+1DE636485;QCBDR<1DE636485270210;Erik Listemann;;;;;;;CK;2;CB
aktiv;;Grocery;Metro;Metro;;;;50034054;50033821;50034054;Metro C&C Markt GmbH;;Bremer Weg 203;29223;Celle;Waleria;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:21:00;48er;EDI;;X;01;X;;;;;Nein;Nein;;;;no;;;;;;;06:00 - 14:30;;NEIN;;JA;4306286006528;QCBDR+1DE636485;QCBDR<1DE636485479208;Erik Listemann;;;;;;;MR;1;MR
aktiv;;Grocery;Metro;Metro;;;;50034669;50033821;50034669;Metro C&C Markt GmbH;BKZ 01097;Röhrsdorfer Allee 1;9247;Chemnitz;Dariusz;14 - Sachsen;;DE30;DE57;;;Ja;06:21:00;48er;EDI;;X;01;;X;;;;Nein;Nein;;;;no;;;;;;;06:00 - 13:00;;JA;;JA;4306286001097;QCBDR+1DE636485;QCBDR<1DE636485260447;Erik Listemann;;;;;;;MH;1;SdS
aktiv;;Grocery;Metro;Metro;;;;50034970;50033821;50034970;Metro C&C Markt GmbH;BKZ 00243/200468;Brackeler Str. 51;44145;Dortmund-Mitte;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;X;Nein;Nein;;;;no;;;;;;;06:00 - 09:00;;JA;;JA;4306286000243;QCBDR+1DE636485;QCBDR<1DE636485751739;Erik Listemann;;;;;;;AW;3;MH
aktiv;;Grocery;Metro;Metro;;;;50034982;50033821;50034982;Metro C&C Markt GmbH;BKZ 00182/200468;Borussiastr.101;44149;Dortmund-Oespel;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;;;X;01;;;;;X;Nein;Nein;;;;no;;;;;;;06:00 - 10:00;;JA;;JA;4306286000182;QCBDR+1DE636485;QCBDR<1DE636485400285;Erik Listemann;;;;;;;AW;1;CK
aktiv;;Grocery;Metro;Metro;;;;50034624;50033821;50034624;Metro C&C Markt GmbH;BKZ 00267;Marie-Curie-Str. 9;1139;Dresden;Wioletta;14 - Sachsen;;DE30;DE57;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 15:00;;JA;;JA;4306286000267;QCBDR+1DE636485;QCBDR<1DE636485171595;Erik Listemann;;;;;;;MH;2;CB
aktiv;;Grocery;Metro;Metro;;;;50034147;50033821;50034147;Metro C&C Markt GmbH;BKZ 00250;Max-Peters-Str. 20;47059;Duisburg;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;;;X;01;;X;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 13:00;;JA;;JA;4306286000250;QCBDR+1DE636485;QCBDR<1DE636485367226;Erik Listemann;;;;;;;AW;2;CB
aktiv;;Grocery;Metro;Metro;;;;50033821;50033821;50033821;Metro C&C Markt GmbH;BKZ00151;Schlüterstr. 3;40235;Düsseldorf;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 13:00 - Fr. 06:00 - 12:00;;JA;;JA;4306286000151;QCBDR+1DE636485;QCBDR<1DE636485576009;Erik Listemann;;;;;;;MR;2;MK
aktiv;;Grocery;Metro;Metro;;;;50034647;50033821;50034647;Metro C&C Markt GmbH;BKZ 01066;Linderbacher Weg 32;99198;Erfurt;AnnaS;16 - Thüringen;;DE30;DE57;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 10:00;;NEIN;;JA;4306286001066;QCBDR+1DE636485;QCBDR<1DE636485790132;Erik Listemann;;;;;;;MK;2;CK
aktiv;;Grocery;Metro;Metro;;;;50034858;50033821;50034858;Metro C&C Markt GmbH;BKZ 1012;Lütkenbrauk 64;45329;Essen;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;nein;ja;monatgs-freitags 06:00h-13:00h;;JA;;JA;4306286000120;QCBDR+1DE636485;QCBDR<1DE636485764341;Erik Listemann;;;;;;;MR;2;SdS
aktiv;;Grocery;Metro;Metro;;;;50034929;50033821;50034929;Metro C&C Markt GmbH;BKZ 00571/200468;Am Riederbruch 10;60386;Frankfurt-Riederwald;AnnaS;06 - Hessen;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 12:00;;JA;;JA;4306286000571;QCBDR+1DE636485;QCBDR<1DE636485769653;Erik Listemann;;;;;;;AW;1;CK
aktiv;;Grocery;Metro;Metro;;;;50034860;50033821;50034860;Metro C&C Markt GmbH;BKZ 0533;Gürickestr. 8;60488;Frankfurt-Roedelheim;Waleria;06 - Hessen;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;;X;Nein;Nein;;;;no;;;;;;;06:00 - 14:00 - Fr. 06:00 - 12:00;;JA;;JA;4306286000533;QCBDR+1DE636485;QCBDR<1DE636485113283;Erik Listemann;;;;;;;AW;2;CK
aktiv;;Grocery;Metro;Metro;;;;50035333;50033821;50035333;Metro C&C Markt GmbH;BKZ 00717;Gewerbestraße 93;79194;Gundelfingen;Dariusz;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;07:00 - 12:00;;JA;;JA;4306286000717;QCBDR+1DE636485;QCBDR<1DE636485702009;Erik Listemann;;;;;;;MH;2;SdS
aktiv;;Grocery;Metro;Metro;;;;50034473;50033821;50034473;Metro C&C Markt GmbH;BKZ 00342;Großmoorbogen 1;21079;Hamburg;Dariusz;02 - Hamburg;;DE54;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 14:00;;JA;;JA;4306286000342;QCBDR+1DE636485;QCBDR<1DE636485244776;Erik Listemann;;;;;;;SdS;2;AW
aktiv;;Grocery;Metro;Metro;;;;50034539;50033821;50034539;Metro C&C Markt GmbH;BKZ 00380;Bargkoppelweg 61;22145;Hamburg;MartaM;02 - Hamburg;;DE54;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 11:30;;JA;;JA;4306286000380;QCBDR+1DE636485;QCBDR<1DE636485259623;Erik Listemann;;;;;;;SdS;2;MK
aktiv;;Grocery;Metro;Metro;;;;50035118;50033821;50035118;Metro C&C Markt GmbH;BKZ 00335;Papenreye 33;22453;Hamburg;MartaM;02 - Hamburg;;DE54;;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;X;Nein;Nein;;;;no;;;;;;;06:00 - 14:00;;JA;;JA;4306286000335;QCBDR+1DE636485;QCBDR<1DE636485278027;Erik Listemann;;;;;;;SdS;3;CB
aktiv;;Grocery;Metro;Metro;;;;50034286;50033821;50034286;Metro C&C Markt GmbH;BKZ 00212;Plöner Straße 8;22769;Hamburg;MartaM;02 - Hamburg;;DE54;;;;Ja;06:21:00;48er;;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 12:00;;JA;;JA;4306286000212;QCBDR+1DE636485;QCBDR<1DE636485627279;Erik Listemann;;;;;;;MK;2;MR
aktiv;;Grocery;Metro;Metro;;;;50035264;50033821;50035264;Metro C&C Markt GmbH;BKZ 00359;Am Tönniesberg 16-18;30453;Hannover;MartaR;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:21:00;48er;;;X;01;;X;;;X;Nein;Nein;;;;no;;;;;;;08:00 - 12:00;;NEIN;;JA;4306286000359;QCBDR+1DE636485;QCBDR<1DE636485287879;Erik Listemann;;;;;;;MR;2;CK
aktiv;;Grocery;Metro;Metro;;;;50034702;50033821;50034702;Metro C&C Markt GmbH;BKZ 00625;Bannwaldallee 42;76185;Karlsruhe;AnnaS;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:21:00;48er;EDI;;X;01;;X;X;;;Nein;Nein;;;;no;;;;;;;07:00 - 12:00;;JA;;JA;4306286000625;QCBDR+1DE636485;QCBDR<1DE636485795199;Erik Listemann;;;;;;;MH;2;CB
aktiv;;Grocery;Metro;Metro;;;;50035101;50033821;50035101;Metro C&C Markt GmbH;BKZ 00373;Werner-Heisenberg-Str. 10;34123;Kassel;MartaM;06 - Hessen;;DE30;HAJ;;;Ja;06:21:00;48er;;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 10:00;;NEIN;;JA;4306286000373;QCBDR+1DE636485;QCBDR<1DE636485519889;Erik Listemann;;;;;;;MR;2;MR
aktiv;;Grocery;Metro;Metro;;;;50034706;50033821;50034706;Metro C&C Markt GmbH;BKZ 00199/200468;Carl-Zeiss-Str. 6;56070;Koblenz;Waleria;07 - Rheinland-Pfalz;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;;;;;X;Nein;Nein;;;;no;;;;;;;06:00 - 13:00;;JA;;JA;4306286000199;QCBDR+1DE636485;QCBDR<1DE636485919562;Erik Listemann;;;;;;;AW;1;AW
aktiv;;Grocery;Metro;Metro;;;;50034967;50033821;50034967;Metro C&C Markt GmbH;BKZ00144;Otto-Hahn-Str.;50997;Köln;Krystian;17 - Nordrhein-Westf mit Rosenmontag;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 10:00;;JA;;JA;4306286000144;QCBDR+1DE636485;QCBDR<1DE636485964123;Erik Listemann;;;;;;;MR;2;CB
aktiv;;Grocery;Metro;Metro;;;;50034777;50033821;50034777;Metro C&C Markt GmbH;BKZ 00663;Motorstraße 16-18;70825;Korntal;AnnaS;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:21:00;48er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 12:00;;JA;;JA;4306286000663;QCBDR+1DE636485;QCBDR<1DE636485557950;Erik Listemann;;;;;;;CK;2;MK
aktiv;;Grocery;Metro;Metro;;;;50033794;50033821;50033794;Metro C&C Markt GmbH;BKZ 00168;Parkstr. 200;47829;Krefeld;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;;;X;01;;X;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 13:00;;JA;;JA;4306286000168;QCBDR+1DE636485;QCBDR<1DE636485983221;Erik Listemann;;;;;;;SdS;2;MR
aktiv;;Grocery;Metro;Metro;;;;50034091;50033821;50034091;Metro C&C Markt GmbH;BKZ 00779;Lüneburger Str.;30880;Laatzen;Dariusz;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:21:00;48er;;;X;01;;X;;;;Nein;Nein;;;;no;;;;;;;07:00 - 13:00;;NEIN;;JA;4306286000779;QCBDR+1DE636485;QCBDR<1DE636485811873;Erik Listemann;;;;;;;MR;1;AW
aktiv;;Grocery;Metro;Metro;;;;50034581;50033821;50034581;Metro C&C Markt GmbH;BKZ 01080;Geithainer Str.60;4328;Leipzig;AnnaS;14 - Sachsen;;DE30;DE57;;;Ja;06:21:00;48er;;;X;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:00 - 12:00;;JA;;JA;4306286001080;QCBDR+1DE636485;QCBDR<1DE636485627605;Erik Listemann;;;;;;;MH;2;MH
