LFART_Types,LFART_TaO_Delivery_Types_for_3PL_Deutsch,WERKS,LGORT,LFDAT,VBELN,POSNR,PSTYV,ERNAM_x,MATNR,ARKTX,MATKL,LGMNG,MEINS,VSTEL,Paletten,Cases,Outers,Packs,GesamtGrossWeight,VKORG,LFART,KUNNR,NAME1,ORT01,PSTLZ,Ship-To,Plnt,Pickkosten,Monat,Jahr,Monat_Jahr
Outbound,ZLF (Standardlieferung),DE58,A101,2024-08-05,3203049653,30,ZTAN,98999033,10199952,"PM Blue Giga LEH 31 11,30",ZFG100000,14.88,TH,DE58,0,3,0,0,17.304,DE10,ZLF,50035024,NETTO Marken-Discount AG&CO.KG,Worms,67550,,DE58,0.7046337536576881,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2025-01-15,3203230768,10,ZTA1,_DE_CPS_BTCH,10194411,"veo Ruby Twist 20 6,00",ZFG590013,0.12,TH,DE19,0,0,0,6,102.0,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.535929260950143,1.0,2025.0,01.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-08-05,3203054503,30,ZTA1,_DE_CPS_BTCH,10192451,Vuse GO 700 Bry Or Twist​ 20mg,ZFG439006,0.002,TH,DE19,0,0,0,2,0.066,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.17864308698338102,8.0,2024.0,08.2024
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE30,A101,2024-10-08,187427565,900033,ZELS,_GL_CPS_BTCH,10203190,PALL RED 26/208 KRE SQ GEW NPQ3HW3,ZFG100000,0.0,TH,DE30,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,UNBEKANNT,0.0,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-05-16,3202912821,190,ZTAN,98999033,10199432,"PM Auth Blue XXL 23 9,00 PP",ZFG100000,0.552,TH,DE30,0,0,2,0,0.72,DE10,ZLF,50034033,Willbold GmbH,Illerkirchberg,89171,50034033,DE59,1.3597003409270298,5.0,2024.0,05.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2025-04-01,3203298039,600,ZTAN,98999033,10217174,"LS Red Giga AP Edt 24 10,00 TC",ZFG100000,4.608,TH,DE54,0,1,0,0,5.806,DE10,ZLF,50033965,Hinrich Wolters GmbH,Bremen,28777,,DE54,0.23487791788589601,4.0,2025.0,04.2025
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE53,A101,2025-05-06,187862549,450,ZELS,_GL_CPS_BTCH,10224723,PALL AUTBU 31/248 KRE SQ GEW NPQ225,ZFG100000,0.0,TH,DE53,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,DE53,0.0,5.0,2025.0,05.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-08-29,3203083639,50,ZTA1,_DE_CPS_BTCH,10191271,GLO HYPER PRO SKit QUARTZ ROSE,ZFG511000,0.001,TH,DE19,0,0,1,0,0.163,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.6798501704635149,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE11,A101,2024-09-26,3203108499,140,ZTAN,98999033,10200129,Vuse GO Reload Box Black,ZFG431000,0.144,TH,DE11,0,1,0,0,7.37,DE10,ZLF,50034469,Lekkerland SE,Mögglingen,73563,50034469,DE59,0.0,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-23,3202927881,10,ZTA1,_DE_CPS_BTCH,10180346,Vuse PRO Caps Grape Ice 18mg,ZFG439003,0.0,TH,DE19,0,0,0,0,0.0,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.0,4.0,2024.0,04.2024
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE30,A101,2024-03-06,186998074,900011,ZELS,_GL_CPS_BTCH,10170734,PALL 100BL WW 17/10 SQ GEW NE 23,ZFG110000,0.0,TH,DE30,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,UNBEKANNT,0.0,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE58,A101,2025-04-01,3203299344,110,ZTAN,98999033,10214536,"LS Red XXL 21 9,00 PC",ZFG100000,36.75,TH,DE58,0,7,0,0,43.253,DE10,ZLF,50035002,Lekkerland SE,Bobenheim-Roxheim,67240,,DE58,1.6441454252012722,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE53,A101,2024-06-28,3203003171,10,ZTAN,98999033,10191107,"HB Cl Blend 20 8,70 NP",ZFG100000,5.0,TH,DE53,0,1,0,0,5.95,DE10,ZLF,50033751,Tabacon Tabakwaren,Berlin,12099,,DE53,0.23487791788589601,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2025-02-26,3203266068,190,ZTAN,98999033,10217239,"PM Blue Hercules 60 20,50 TC",ZFG100000,4.5,TH,DE56,0,1,0,0,4.892,DE10,ZLF,53715228,Edeka Foodservice Stiftung & Co. KG,Bochum,44809,,DE56,0.23487791788589601,2.0,2025.0,02.2025
Outbound,ZLF (Standardlieferung),DE11,A103,2024-09-09,3203091783,110,ZTNN,98999033,10196091,Vuse Pods Berry Blend 20mg,ZFG439003,0.006,TH,DE11,0,0,0,3,0.081,DE10,ZLF,50065496,Konsum Leipzig,Schkeuditz,04435,,DE11,0.0,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2025-04-16,3203315599,40,ZTAN,98999033,10218904,"FairPlay Megabox 135g 29,95 TC",ZFG130000,1.62,KG,DE56,0,2,0,0,3.072,DE10,ZLF,50035374,Hermann Düsing Tabakwaren,Westerkappeln,49492,,DE56,0.46975583577179203,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-23,3202935110,10,ZTA1,_DE_CPS_BTCH,10180346,Vuse PRO Caps Grape Ice 18mg,ZFG439003,0.0,TH,DE19,0,0,0,0,0.0,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.0,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE11,A103,2024-07-17,3203026211,50,ZTNN,98999033,10199439,"veo Arctic Click 20 6,00 INS",ZFG590013,0.06,TH,DE11,0,0,0,3,51.0,DE10,ZLF,50076479,Eisbrenner KG,Weyhausen,38554,,DE11,0.0,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE11,A101,2025-01-23,3203233677,30,ZTAN,98999033,10196089,Vuse Pods Strawbry Ice 20mg,ZFG439003,0.9,TH,DE11,0,5,0,0,14.6,DE10,ZLF,50034106,REWE Markt GmbH,Neu-Isenburg,63263,50034106,DE57,0.0,1.0,2025.0,01.2025
Returns,ZLOB (Rückgabe – Ware an Bord gelassen),DE19,A101,2024-07-10,3202724011,50,ZREN,98999033,10196095,Vuse Pods Pepmint Ice 20mg,ZFG439003,0.006,TH,DE19,0,0,0,3,0.081,DE10,ZLOB,50094910,Louis Schoepf,Münchberg,95213,,DE19,0.3878079888833348,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-10-30,3203151447,10,ZTA1,_DE_CPS_BTCH,10195065,Vuse PRO Caps Golden Tob 18mg,ZFG439003,0.012,TH,DE19,0,0,1,1,0.16899999999999998,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.7691717139552054,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-12,3202797153,40,ZTN1,_DE_CPS_BTCH,10178105,"neo Gold Tobacco 20 6,00 NP",ZFG510000,0.02,TH,DE19,0,0,0,1,17.131,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE58,A101,2025-03-10,3203277206,110,ZTAN,98999033,10217258,"LS Red King 38 15,00 TC",ZFG100000,9.5,TH,DE58,0,2,0,0,11.362,DE10,ZLF,50033745,Lekkerland SE,Elz,65604,,DE58,0.46975583577179203,3.0,2025.0,03.2025
Outbound,ZLF (Standardlieferung),DE56,A101,2025-02-26,3203266460,100,ZTAN,98999951,10219339,"Schw. Kr. No1 DS 68g 19,95 TC",ZFG130000,0.0,KG,DE56,0,0,0,0,0.0,DE10,ZLF,50034247,Lekkerland SE,Oberhausen,46147,,DE56,0.0,2.0,2025.0,02.2025
Outbound,ZLF (Standardlieferung),DE56,A101,2024-03-07,3202754684,10,ZKLN,98999033,75009824,Werbematerial Karton,ZEB551217,0.006,TH,DE56,0,6,0,0,42.0,DE10,ZLF,90000237,Jörg Peterjohann,Krefeld,47807,,DE56,1.4092675073153762,3.0,2024.0,03.2024
nan,nan,DE54,nan,2024-09-26,3203113012,100,ZKEN,_DE_CPS_BTCH,10196093,Vuse Pods Waterm. Ice 20mg,ZFG439003,0.01,TH,DE54,0,0,1,0,0.148,DE10,ZLKE,56319173,Aral Tankstelle Andreas Andert,Aurich,26603,,DE54,0.0,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-10-21,3203139215,20,ZTA1,_DE_CPS_BTCH,10200129,Vuse GO Reload Box Black,ZFG431000,0.001,TH,DE19,0,0,0,1,0.041,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2025-04-07,3203310936,20,ZTN1,_DE_CPS_BTCH,10213199,"veo Scarlet Click 6,50 TC",ZFG590013,0.02,TH,DE19,0,0,0,1,16.36,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-30,3202839030,50,ZTA1,_DE_CPS_BTCH,10193086,Vuse GO 800 Orange Ice 20mg,ZFG439006,0.001,TH,DE19,0,0,0,1,0.04,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-03-22,3202770932,40,ZTAN,98999033,10191115,"Lord Extra 20 8,40 NP",ZFG100000,10.0,TH,DE30,0,2,0,0,12.28,DE10,ZLF,50034538,Lekkerland SE,Riegel,79359,50034538,DE59,0.46975583577179203,3.0,2024.0,03.2024
Inbound delivery,ZEL (Wareneingangslieferung),DE58,A101,2024-01-26,186934490,120,ZELN,_GL_CPS_BTCH,10186059,PALL ALLRE 120.00 1 BT GEW NP,ZFG130000,0.0,KG,DE58,0,0,0,0,0.0,nan,ZEL,nan,nan,nan,00nan,,DE58,0.0,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-07-12,3203048012,40,ZTN1,_DE_CPS_BTCH,10190627,"neo Violet 20 6,00 NP",ZFG510000,0.02,TH,DE19,0,0,0,1,17.0,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-05-17,3202924445,130,ZTAN,98999033,10191213,"PM Auth Silver 20 8,00 NP",ZFG100000,5.0,TH,DE54,0,1,0,0,6.2,DE10,ZLF,50034536,Uwe Kaiser GmbH,Ellerbek,25474,,DE54,0.23487791788589601,5.0,2024.0,05.2024
Outbound,ZLF (Standardlieferung),DE52,A101,2024-10-25,3202868375,350,ZTAN,98999033,10192175,"veo Scarlet Click 20 6,00 NP",ZFG590013,10.0,TH,DE52,0,1,0,0,8.91,DE10,ZLF,50034764,Tabacon Oberbayern,Garching,85748,,DE52,0.23487791788589601,10.0,2024.0,10.2024
Inbound delivery,ZEL (Wareneingangslieferung),DE58,A101,2024-09-16,187381063,210,ZELN,_GL_CPS_BTCH,10202150,PALL ALLRE 135.00 1 BT GEW PUGQ324,ZFG130000,0.0,KG,DE58,0,0,0,0,0.0,nan,ZEL,nan,nan,nan,00nan,,DE58,0.0,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE11,A103,2024-07-25,3203035730,150,ZTNN,98999033,10196088,Vuse Pods Grape Ice 20mg,ZFG439003,0.006,TH,DE11,0,0,0,3,0.081,DE10,ZLF,50086534,Edeka Oltmanns,Wiefelstede,26215,,DE11,0.0,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-04-23,3202803695,130,ZTAN,98999033,10191099,"Lord Extra100 20 8,70 NP",ZFG100000,5.0,TH,DE56,0,1,0,0,7.385,DE10,ZLF,50035331,Lekkerland SE,Kerpen,50169,,DE56,0.23487791788589601,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-16,3202904474,10,ZTA1,_DE_CPS_BTCH,10180346,Vuse PRO Caps Grape Ice 18mg,ZFG439003,0.0,TH,DE19,0,0,0,0,0.0,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.0,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-04-24,3202804482,120,ZTAN,98999033,10192363,"PM Auth Blue Super 33 12,00 NP",ZFG100000,0.528,TH,DE54,0,0,2,0,0.664,DE10,ZLF,50034736,Metro Gastro Kritzow,Kritzow,23970,,DE54,1.3597003409270298,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-08-08,3203055085,160,ZTAN,98999033,10191107,"HB Cl Blend 20 8,70",ZFG100000,15.0,TH,DE56,0,3,0,0,17.85,DE10,ZLF,50035253,H. Lomberg GmbH & Co.KG,Eitorf,53783,,DE56,0.7046337536576881,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE11,A101,2024-07-09,3202925925,30,ZTAN,98999033,10180435,Vuse GO 700 Blue Raspbry 20mg,ZFG439006,0.05,TH,DE11,0,0,5,0,1.755,DE10,ZLF,50034380,Edeka Foodservice Stiftung & Co. KG,Halle,06193,50034380,DE57,0.0,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-08-05,3203053805,30,ZTA1,_DE_CPS_BTCH,10196091,Vuse Pods Berry Blend 20mg,ZFG439003,0.002,TH,DE19,0,0,0,1,0.027,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2025-01-20,3203234048,10,ZTA1,_DE_CPS_BTCH,10200137,Vuse GO Reload Box Aqua,ZFG431000,0.001,TH,DE19,0,0,0,1,0.041,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,1.0,2025.0,01.2025
Outbound,ZLF (Standardlieferung),DE30,A101,2025-04-23,3203319585,110,ZTAN,98999033,10223192,"LS Auth Red Giga AP Edt 23 10,00 NP",ZFG100000,220.8,TH,DE30,1,0,0,0,293.49,DE10,ZLF,50035252,tobaccoland Automatenges.mbH&Co.KG,Friolzheim,71292,50035252,DE59,3.9857537195827315,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE53,A101,2025-04-09,3203308665,160,ZTAN,98999033,10223531,"LS Red Super 29 12,00 NP",ZFG100000,27.84,TH,DE53,0,6,0,0,38.844,DE10,ZLF,50034401,tobaccoland Automatenges.mbH&Co.KG,Ludwigsfelde,14974,,DE53,1.4092675073153762,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE58,A101,2025-05-08,3203334491,200,ZTAN,98999033,10218904,"FairPlay Megabox 135g 29,95 TC",ZFG130000,0.81,KG,DE58,0,1,0,0,1.536,DE10,ZLF,50034903,Metro C&C Markt GmbH,Mainz-Kastel,55252,,DE58,0.23487791788589601,5.0,2025.0,05.2025
Outbound,ZLF (Standardlieferung),DE58,A101,2025-03-25,3203292154,70,ZTAN,98999951,50065302,"PM Blue Xtra 200 1,80",ZFG133000,20.0,TH,DE58,0,2,0,0,8.12,DE10,ZLF,50035468,Transgourmet DE GmbH & Co. OHG,Griesheim,64347,,DE58,0.46975583577179203,3.0,2025.0,03.2025
Outbound,ZLF (Standardlieferung),DE58,A101,2024-04-02,3202778944,90,ZTAN,98999033,10191112,"Dunhill Inter Red 20 11,00 NP",ZFG100000,5.0,TH,DE58,0,1,0,0,7.8,DE10,ZLF,50033745,Lekkerland SE,Elz,65604,,DE58,0.23487791788589601,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-09-13,3203101526,20,ZTA1,_DE_CPS_BTCH,10189528,"LS Balanced Tob sticks 6,00",ZFG510000,0.1,TH,DE19,0,0,0,5,86.755,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.44660771745845257,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-03-06,3202756650,10,ZTA1,_DE_CPS_BTCH,10193148,Vuse GO 700 Pepmint Ice 20mg,ZFG439006,0.01,TH,DE19,0,0,1,0,0.351,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.6798501704635149,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE53,A101,2025-01-24,3203223239,10,ZTAN,98999033,10219329,"Jean B Cab Hzw 35g 6,60 TC",ZFG130000,12.6,KG,DE53,0,2,0,0,13.456,DE10,ZLF,50034198,Tabacon Tabakwaren,Berlin,12099,,DE53,0.46975583577179203,1.0,2025.0,01.2025
Outbound,ZLF (Standardlieferung),DE52,A101,2024-05-06,3202514028,290,ZTAN,98999033,10190138,"Vogue Bleue 20 8,40 NP",ZFG100000,10.0,TH,DE52,0,2,0,0,14.0,DE10,ZLF,50035009,Metro C&C Markt GmbH,Nürnberg,90451,,DE52,0.46975583577179203,5.0,2024.0,05.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2025-03-13,3203281025,230,ZTAN,98999033,10217192,"Prince Rich Giga 23 10,00 TC",ZFG100000,4.6,TH,DE54,0,1,0,0,5.828,DE10,ZLF,50034473,Metro C&C Markt GmbH,Hamburg,21079,,DE54,0.23487791788589601,3.0,2025.0,03.2025
nan,Rücklieferung,DE19,A1R1,2025-04-15,14741114,10,ZRNF,_DE_CPS_BTCH,10191272,GLO HYPER PRO SKit JADE TEAL,ZFG511000,0.001,TH,DE19,0,0,1,0,0.163,DE10,ZLR1,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.0,4.0,2025.0,04.2025
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE30,A101,2025-04-08,187810656,140,ZELS,_GL_CPS_BTCH,10223851,PALL RED 60/180 KRE SQ GEW NPQ225,ZFG100000,0.0,TH,DE30,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,UNBEKANNT,0.0,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-01-29,3202713438,10,ZTA1,_DE_CPS_BTCH,10192173,"veo Sunset Click 20 5,80 BC",ZFG590013,0.2,TH,DE19,0,0,1,0,0.194,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.6798501704635149,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-06-05,3202970582,50,ZTN1,_DE_CPS_BTCH,10177881,"neo Rich Tobacco 20 6,00 NP",ZFG510000,0.02,TH,DE19,0,0,0,1,17.131,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-07-11,3203022027,40,ZTA1,_DE_CPS_BTCH,10201308,Vuse PRO SCap Bluebry Ice 18mg,ZFG439003,0.001,TH,DE19,0,0,0,1,0.016,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-11-27,3203185056,50,ZTA1,_DE_CPS_BTCH,10194755,"LS Rounded Tob sticks 6,00",ZFG510000,0.02,TH,DE19,0,0,0,1,17.131,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2025-03-06,3203278192,20,ZTA1,_DE_CPS_BTCH,10199139,Vuse GO 1000 Bluebry Ice 20mg,ZFG439006,0.001,TH,DE19,0,0,0,1,0.041,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,3.0,2025.0,03.2025
Outbound,ZLF (Standardlieferung),DE58,A101,2024-04-19,3202801362,300,ZTAN,98999033,10196248,"LS Auth Blue XXL 22 9,00 PP",ZFG100000,4.224,TH,DE58,0,1,0,0,5.914,DE10,ZLF,50033813,Transgourmet DE GmbH & Co. OHG,Niederdorfelden,61138,,DE58,0.23487791788589601,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE53,A101,2025-04-07,3203305577,190,ZTAN,98999033,10218901,"PM Auth Blue XXL DS 80g 24,95 TC",ZFG130000,13.44,KG,DE53,0,7,0,0,20.16,DE10,ZLF,50034799,Lekkerland SE,Großbeeren,14979,,DE53,1.6441454252012722,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE11,A101,2024-01-10,3202615954,60,ZTAN,98999033,10193136,Vuse GO 700 Berry Watermln 0mg,ZFG439006,0.24,TH,DE11,0,1,0,0,8.96,DE10,ZLF,50034705,Tabakwaren Union GmbH&CO.KG,Nörten-Hardenberg,37176,50034705,DE55,0.0,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-06-26,3203002853,20,ZTA1,_DE_CPS_BTCH,10193453,Vuse PRO Caps Wld Berries 12mg,ZFG439003,0.004,TH,DE19,0,0,0,2,0.052,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.17864308698338102,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-12-19,3203159569,30,ZTAN,98999033,10210258,"FairPlay Megabox 135g 29,95 NP",ZFG130000,8.1,KG,DE56,0,10,0,0,19.36,DE10,ZLF,50035253,H. Lomberg GmbH & Co.KG,Eitorf,53783,,DE56,2.34877917885896,12.0,2024.0,12.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2025-01-23,3203239192,30,ZTN1,_DE_CPS_BTCH,10215211,"veo Scarlet Click 20 6,50 PC",ZFG590013,0.02,TH,DE19,0,0,0,1,16.36,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,1.0,2025.0,01.2025
Outbound,ZLF (Standardlieferung),DE53,A101,2024-07-19,3202683354,90,ZTAN,98999033,10199930,"PM Blue Hercules 60 19,75 IF",ZFG100000,27.0,TH,DE53,0,6,0,0,29.753999999999998,DE10,ZLF,50033751,Tabacon Tabakwaren,Berlin,12099,,DE53,1.4092675073153762,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-08-01,3203045550,20,ZTAN,98999033,10194471,"PM Blue XL FiCi 17 3,00 TT",ZFG110000,4.25,TH,DE54,0,1,0,0,6.137,DE10,ZLF,50034490,Tabakwaren Kaehler GmbH,Neu Wulmstorf,21629,,DE54,0.23487791788589601,8.0,2024.0,08.2024
Outbound,ZLKB (Konsignations-Auffüllung),DE54,A101,2024-11-18,3203168470,30,ZKBN,98999033,10196091,Vuse Pods Berry Blend 20mg,ZFG439003,0.024,TH,DE54,0,0,2,2,0.35,DE10,ZLKB,90000228,Aykut Eminoglu,Hamburg,22525,,DE54,1.538343427910411,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-01-08,3202689812,20,ZTA1,_DE_CPS_BTCH,10165353,Vuse ePen Caps OrgStrwbry 12mg TC,ZFG439003,0.02,TH,DE19,0,0,1,4,0.314,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,1.037136344430277,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE58,A101,2024-11-18,3203168235,110,ZTAN,98999033,10210482,"LS Origins USA Red 30g 7,30 NP",ZFG130000,37.8,KG,DE58,0,7,0,0,47.096,DE10,ZLF,50035002,Lekkerland SE,Bobenheim-Roxheim,67240,,DE58,1.6441454252012722,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-11-28,3203185514,10,ZTA1,_DE_CPS_BTCH,10210163,GLO SKit PRO Crimson Red,ZFG511000,0.001,TH,DE19,0,0,1,0,0.163,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.6798501704635149,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE58,A101,2024-08-28,3203077214,20,ZTAN,98999951,10201706,"PM Roll Hzw 30g 6,80 PC",ZFG130000,5.4,KG,DE58,0,1,0,0,6.728,DE10,ZLF,50115360,Hall Tabakwaren KG,Lollar,35457,,DE58,0.23487791788589601,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2025-01-31,3203222173,110,ZTAN,98999033,10219335,"LS Origins USA Red 30g 7,30 TC",ZFG130000,5.4,KG,DE30,0,1,0,0,6.727,DE10,ZLF,50034577,Huissel Tabak GmbH,Nufringen,71154,50034577,DE59,0.23487791788589601,1.0,2025.0,01.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-05-15,3202921369,10,ZTA1,_DE_CPS_BTCH,10171629,Vuse PRO smart SKit Aqua,ZFG431000,0.001,TH,DE19,0,0,0,1,0.084,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,5.0,2024.0,05.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2025-01-31,3203232289,310,ZTAN,98999033,10217218,"PM Blue 20 8,30 TC",ZFG100000,5.0,TH,DE30,0,1,0,0,6.12,DE10,ZLF,50034705,Tabakwaren Union GmbH&CO.KG,Nörten-Hardenberg,37176,50034705,DE55,0.23487791788589601,1.0,2025.0,01.2025
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE30,A101,2024-07-17,187264817,900008,ZELS,_GL_CPS_BTCH,10185733,JAVJ WHITE 30.00 6 LM GEW NP,ZFG130000,0.0,KG,DE30,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,UNBEKANNT,0.0,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-09-23,3203104892,110,ZTAN,98999033,10203720,"Vogue Cara Lilas 20 8,70 NP",ZFG100000,1.0,TH,DE56,0,0,5,0,1.395,DE10,ZLF,50033871,Peter Cames GmbH & Co. KG,Neuss,41464,,DE56,3.3992508523175746,9.0,2024.0,09.2024
nan,nan,DE58,nan,2024-08-20,3202135128,10,ZKEN,98999033,10200129,Vuse GO Reload Box Black,ZFG431000,0.003,TH,DE58,0,0,0,3,0.123,DE10,ZLKE,53755083,Total,Trier,54296,,DE58,0.0,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE53,A101,2025-01-15,3203226945,10,ZTAN,98999033,10194763,"neo Gold Tobacco 20 6,50",ZFG510000,10.0,TH,DE53,0,1,0,0,9.08,DE10,ZLF,50033751,Tabacon Tabakwaren,Berlin,12099,,DE53,0.23487791788589601,1.0,2025.0,01.2025
